source_id,target_id,source_dataset,target_dataset
60508255,21770069,E13,E13
60508255,22521283,E13,TFP
62017536,7046912,E13,E13
62364690,7470952,E13,E13
62364690,22598920,E13,TFP
62364690,42676920,E13,E13
62364690,47588692,E13,TFP
62364690,48034707,E13,E13
62364690,93378883,E13,TFP
62364690,104566770,E13,E13
62364690,109079114,E13,E13
62364690,110273768,E13,E13
62364690,111924058,E13,E13
62364690,124578978,E13,E13
62364690,178507135,E13,E13
62364690,187536784,E13,E13
62364690,295788103,E13,E13
62364690,422226730,E13,E13
62364690,516038414,E13,E13
62364690,889616856,E13,E13
63517006,37889070,E13,E13
63517006,146215776,E13,TFP
63517006,157042531,E13,TFP
64967572,405574548,E13,E13
67002064,335832794,E13,E13
67006908,104754590,E13,E13
67006908,212175167,E13,E13
67006908,300796010,E13,E13
67006908,327510902,E13,E13
67006908,400741034,E13,TFP
67006908,632296235,E13,E13
67006908,813467726,E13,E13
69843045,7773732,E13,TFP
69892452,22203964,E13,E13
69892452,22985259,E13,E13
69892452,36286962,E13,TFP
69892452,72890647,E13,E13
69892452,104566770,E13,E13
69892452,110273768,E13,E13
69892452,157042531,E13,TFP
69892452,178507135,E13,E13
69892452,228711740,E13,TFP
69892452,379114417,E13,E13
69892452,395014721,E13,E13
69892452,487416678,E13,E13
69892452,851233315,E13,E13
70735118,21770069,E13,E13
71295474,19598248,E13,E13
71366031,583885189,E13,TFP
71522541,479815906,E13,TFP
71582266,14057516,E13,E13
71582266,108557681,E13,E13
72816504,21770069,E13,E13
72816504,92403540,E13,E13
72816504,157042531,E13,TFP
72890647,15271419,E13,E13
72890647,69892452,E13,E13
72890647,510047880,E13,E13
72890647,600090702,E13,E13
72890647,1030992019,E13,E13
72967193,321425967,E13,E13
74147053,92403540,E13,E13
74156552,15271419,E13,E13
74156552,22598920,E13,TFP
74156552,29646177,E13,E13
74156552,105429377,E13,E13
74156552,111924058,E13,E13
74156552,133447001,E13,E13
74156552,136622745,E13,E13
74156552,215216086,E13,E13
74156552,244625605,E13,E13
74156552,293394867,E13,E13
74156552,351555225,E13,E13
74156552,373579998,E13,E13
74156552,379296310,E13,TFP
74156552,405035087,E13,E13
74156552,416351352,E13,E13
74156552,425263052,E13,E13
74156552,450630648,E13,E13
74156552,470379248,E13,E13
74156552,471992869,E13,E13
74156552,513726022,E13,E13
74156552,535333357,E13,E13
74156552,600090702,E13,E13
74156552,632742781,E13,E13
74156552,708429391,E13,E13
74156552,787115406,E13,E13
74156552,987068240,E13,E13
74156552,1004883073,E13,E13
74156552,1009413198,E13,E13
74486653,59083826,E13,E13
74486653,92403540,E13,E13
74544145,163025432,E13,E13
74544145,373947833,E13,E13
74544145,377389027,E13,E13
74544145,407818010,E13,E13
75522479,165751518,E13,E13
76286424,327900613,E13,E13
76286424,454200724,E13,E13
76982240,12551742,E13,TFP
76982240,45529357,E13,E13
76982240,202220813,E13,TFP
76982240,211904475,E13,E13
77165019,286543,E13,TFP
77165019,7046912,E13,E13
77165019,22203964,E13,E13
77165019,22598920,E13,TFP
77165019,471093612,E13,E13
77243029,8291932,E13,E13
77243029,14443340,E13,TFP
77243029,15350901,E13,E13
77243029,22598920,E13,TFP
77243029,85391583,E13,E13
77243029,111924058,E13,E13
77243029,126611558,E13,TFP
77243029,128587032,E13,E13
77243029,170384943,E13,E13
77243029,228711740,E13,TFP
77528520,47637732,E13,TFP
77528520,49044510,E13,E13
77528520,81680710,E13,E13
77528520,81915249,E13,E13
77528520,108557681,E13,E13
77528520,293394867,E13,E13
77528520,987068240,E13,E13
78116487,22598920,E13,TFP
78116487,24176877,E13,TFP
78116487,43964510,E13,E13
78116487,92403540,E13,E13
78116487,126611558,E13,TFP
78116487,228711740,E13,TFP
78116487,356979186,E13,TFP
78116487,496144150,E13,E13
78116487,583885189,E13,TFP
81056258,15391421,E13,E13
81056258,17283453,E13,TFP
81056258,22203964,E13,E13
81056258,45307775,E13,E13
81056258,48989220,E13,E13
81056258,160466484,E13,E13
81056258,181477746,E13,E13
81056258,215216086,E13,E13
81056258,361097511,E13,E13
81056258,407101499,E13,E13
81056258,451033303,E13,E13
81056258,469218793,E13,TFP
81056258,471093612,E13,E13
81056258,706819428,E13,E13
81218261,425380217,E13,E13
81592426,22598920,E13,TFP
81592426,37539436,E13,E13
81592426,116190007,E13,E13
81592426,170352080,E13,E13
81592426,279139861,E13,E13
81680710,7046912,E13,E13
81680710,7773732,E13,TFP
81680710,22598920,E13,TFP
81680710,28342883,E13,E13
81680710,46334699,E13,E13
81680710,77528520,E13,E13
81680710,415073613,E13,E13
81915249,77528520,E13,E13
81915249,108557681,E13,E13
81915249,122111595,E13,TFP
81915249,196179205,E13,TFP
81915249,406907214,E13,E13
81915249,471093612,E13,E13
82068999,93378883,E13,TFP
82068999,202555952,E13,E13
82068999,522582939,E13,E13
82837121,22521283,E13,TFP
82837121,47588692,E13,TFP
82837121,55590832,E13,E13
82837121,93378883,E13,TFP
83236897,22598920,E13,TFP
83236897,318661130,E13,E13
83236897,406907214,E13,E13
83236897,592579646,E13,E13
83581269,92403540,E13,E13
83581269,1031110604,E13,E13
84114885,92403540,E13,E13
84426046,157042531,E13,TFP
84561646,144305807,E13,E13
84561646,469218793,E13,TFP
84596057,6082972,E13,TFP
84596057,6684602,E13,E13
84596057,22985259,E13,E13
84596057,173164569,E13,E13
84596057,197347453,E13,E13
84596057,215216086,E13,E13
84596057,216522413,E13,E13
84596057,228711740,E13,TFP
84596057,323379897,E13,E13
84596057,349204176,E13,E13
84596057,425263052,E13,E13
84596057,450630648,E13,E13
84596057,451033303,E13,E13
84596057,455775628,E13,E13
84596057,510047880,E13,E13
84596057,535140940,E13,E13
84596057,548727018,E13,E13
84596057,976068038,E13,E13
